SVC_CD|MODIFIER_1|FEE|ASOFDATE
0499T|UA|30.0|20240701
0499T|UB|60.0|20240701
0581T|UB|35.0|20240701
0581T|UA|10.0|20240701
0660T|UB|30.0|20240701
0660T|UA|20.0|20240701
0661T|UA|20.0|20240701
0661T|UB|30.0|20240701
0714T|UB|60.0|20240701
0714T|UA|30.0|20240701
0715T|UA|20.0|20240701
0715T|UB|50.0|20240701
0717T|UB|60.0|20240701
0717T|UA|30.0|20240701
0718T|UA|10.0|20240701
0718T|UB|30.0|20240701
0719T|UB|55.0|20240701
0719T|UA|25.0|20240701
0726T|UB|70.0|20240701
0726T|UA|40.0|20240701
0727T|UB|70.0|20240701
0727T|UA|40.0|20240701
0730T|UB|60.0|20240701
0730T|UA|30.0|20240701
0735T|UB|75.0|20240701
0735T|UA|45.0|20240701
0737T|UA|45.0|20240701
0737T|UB|75.0|20240701
0739T|UA|30.0|20240701
0739T|UB|60.0|20240701
0744T|UB|65.0|20240701
0744T|UA|35.0|20240701
0746T|UB|190.0|20240701
0746T|UA|160.0|20240701
0747T|UB|190.0|20240701
0747T|UA|160.0|20240701
0748T|UB|10.0|20240701
0748T|UA|7.0|20240701
0775T|UB|120.0|20240701
0775T|UA|90.0|20240701
0781T|UB|35.0|20240701
0781T|UA|10.0|20240701
0782T|UB|35.0|20240701
0782T|UA|10.0|20240701
0867T|UB|60.0|20240701
0867T|UA|30.0|20240701
0869T|UA|7.0|20240701
0869T|UB|10.0|20240701
0870T|UA|50.0|20240701
0870T|UB|80.0|20240701
0871T|UA|50.0|20240701
0871T|UB|80.0|20240701
0872T|UA|50.0|20240701
0872T|UB|80.0|20240701
0873T|UA|25.0|20240701
0873T|UB|55.0|20240701
0874T|UA|12.0|20240701
0874T|UB|42.0|20240701
0884T|UB|35.0|20240701
0884T|UA|15.0|20240701
0885T|UA|20.0|20240701
0885T|UB|50.0|20240701
0886T|UA|20.0|20240701
0886T|UB|50.0|20240701
10004|UB|32.0|20240701
10004|UA|17.0|20240701
10005|UB|32.0|20240701
10005|UA|17.0|20240701
10006|UB|32.0|20240701
10006|UA|17.0|20240701
10007|UB|32.0|20240701
10007|UA|17.0|20240701
10008|UB|32.0|20240701
10008|UA|17.0|20240701
10009|UB|32.0|20240701
10009|UA|17.0|20240701
10010|UA|17.0|20240701
10010|UB|32.0|20240701
10011|UB|32.0|20240701
10011|UA|17.0|20240701
10012|UB|32.0|20240701
10012|UA|17.0|20240701
10021|UA|17.0|20240701
10021|UB|32.0|20240701
10022|UB|32.0|20240701
10022|UA|17.0|20240701
10030|UA|15.0|20240701
10030|UB|35.0|20240701
10035|UA|17.0|20240701
10035|UB|32.0|20240701
10036|UB|32.0|20240701
10036|UA|17.0|20240701
10040|UA|17.0|20240701
10040|UB|32.0|20240701
10060|UA|15.0|20240701
10060|UB|30.0|20240701
10061|UB|40.0|20240701
10061|UA|20.0|20240701
10080|UA|18.0|20240701
10080|UB|33.0|20240701
10081|UA|25.0|20240701
10081|UB|55.0|20240701
10120|UA|20.0|20240701
10120|UB|34.0|20240701
10121|UA|20.0|20240701
10121|UB|50.0|20240701
