SVC_CD|MODIFIER_1|FEE|AS_OF_DATE
21080|UB|80.00|20231001
21080|UA|50.00|20231001
21081|UB|80.00|20231001
21081|UA|50.00|20231001
21082|UB|80.00|20231001
21082|UA|50.00|20231001
21083|UB|80.00|20231001
21083|UA|50.00|20231001
21084|UB|80.00|20231001
21084|UA|50.00|20231001
21085|UB|80.00|20231001
21085|UA|50.00|20231001
21086|UB|80.00|20231001
21086|UA|50.00|20231001
21087|UB|80.00|20231001
21087|UA|50.00|20231001
21088|UB|80.00|20231001
21088|UA|50.00|20231001
21100|UA|20.00|20231001
21100|UB|45.00|20231001
21110|UA|25.00|20231001
21110|UB|55.00|20231001
21116|UA|15.00|20231001
21116|UB|15.00|20231001
21121|UB|75.00|20231001
21121|UA|45.00|20231001
21122|UB|75.00|20231001
21122|UA|45.00|20231001
21123|UB|75.00|20231001
21123|UA|45.00|20231001
21125|UB|75.00|20231001
21125|UA|45.00|20231001
21127|UB|75.00|20231001
21127|UA|45.00|20231001
21137|UB|75.00|20231001
21137|UA|45.00|20231001
21138|UB|75.00|20231001
21138|UA|45.00|20231001
21139|UB|75.00|20231001
21139|UA|45.00|20231001
21141|UB|75.00|20231001
21141|UA|45.00|20231001
21142|UB|75.00|20231001
21142|UA|45.00|20231001
21143|UB|75.00|20231001
21143|UA|45.00|20231001
21145|UB|75.00|20231001
21145|UA|45.00|20231001
21146|UB|75.00|20231001
21146|UA|45.00|20231001
21147|UB|75.00|20231001
21147|UA|45.00|20231001
21150|UB|75.00|20231001
21150|UA|45.00|20231001
21151|UB|75.00|20231001
21151|UA|45.00|20231001
21154|UB|75.00|20231001
21154|UA|45.00|20231001
21155|UB|75.00|20231001
21155|UA|45.00|20231001
21159|UB|75.00|20231001
21159|UA|45.00|20231001
21160|UB|75.00|20231001
21160|UA|45.00|20231001
21172|UB|75.00|20231001
21172|UA|45.00|20231001
21175|UB|75.00|20231001
21175|UA|45.00|20231001
21179|UB|75.00|20231001
21179|UA|45.00|20231001
21180|UB|75.00|20231001
21180|UA|45.00|20231001
21181|UB|75.00|20231001
21181|UA|45.00|20231001
21182|UB|75.00|20231001
21182|UA|45.00|20231001
21183|UB|75.00|20231001
21183|UA|45.00|20231001
21184|UB|75.00|20231001
21184|UA|45.00|20231001
21188|UB|75.00|20231001
21188|UA|45.00|20231001
21193|UB|75.00|20231001
21193|UA|45.00|20231001
21194|UB|75.00|20231001
21194|UA|45.00|20231001
21195|UB|75.00|20231001
21195|UA|45.00|20231001
21196|UB|75.00|20231001
21196|UA|45.00|20231001
21199|UB|75.00|20231001
21199|UA|45.00|20231001
21206|UB|75.00|20231001
21206|UA|45.00|20231001
21208|UB|75.00|20231001
21208|UA|45.00|20231001
21209|UB|75.00|20231001
21209|UA|45.00|20231001
21210|UB|75.00|20231001
21210|UA|45.00|20231001
21215|UB|75.00|20231001
21215|UA|45.00|20231001
21230|UB|75.00|20231001
21230|UA|45.00|20231001
21235|UB|75.00|20231001
21235|UA|45.00|20231001
21242|UB|70.00|20231001
21242|UA|40.00|20231001
21243|UA|55.00|20231001
21243|UB|85.00|20231001
21245|UB|80.00|20231001
21245|UA|50.00|20231001
21246|UB|80.00|20231001
21246|UA|50.00|20231001
21247|UB|80.00|20231001
21247|UA|50.00|20231001
21248|UB|80.00|20231001
21248|UA|50.00|20231001
21249|UB|80.00|20231001
21249|UA|50.00|20231001
21255|UB|80.00|20231001
21255|UA|50.00|20231001
21256|UB|80.00|20231001
21256|UA|50.00|20231001
21260|UA|45.00|20231001
21260|UB|75.00|20231001
21263|UB|105.00|20231001
21263|UA|75.00|20231001
21267|UA|45.00|20231001
21267|UB|75.00|20231001
21270|UB|85.00|20231001
21270|UA|55.00|20231001
21275|UB|85.00|20231001
21275|UA|55.00|20231001
21282|UB|75.00|20231001
21282|UA|45.00|20231001
21295|UA|35.00|20231001
21295|UB|65.00|20231001
21296|UA|25.00|20231001
21296|UB|55.00|20231001
21299|UA|25.00|20231001
21299|UB|55.00|20231001
21315|UB|43.00|20231001
21315|UA|13.00|20231001
21320|UA|35.00|20231001
21320|UB|55.00|20231001
21325|UA|30.00|20231001
21325|UB|60.00|20231001
21335|UB|70.00|20231001
21335|UA|40.00|20231001
21336|UA|25.00|20231001
21336|UB|55.00|20231001
21337|UA|13.00|20231001
21337|UB|43.00|20231001
21338|UA|35.00|20231001
21338|UB|65.00|20231001
21339|UA|40.00|20231001
21339|UB|70.00|20231001
21343|UB|75.00|20231001
21343|UA|45.00|20231001
21344|UB|75.00|20231001
21344|UA|45.00|20231001
21345|UB|75.00|20231001
21345|UA|45.00|20231001
21346|UB|75.00|20231001
21346|UA|45.00|20231001
21347|UA|75.00|20231001
21347|UB|105.00|20231001
21348|UA|45.00|20231001
21348|UB|75.00|20231001
21355|UA|20.00|20231001
21355|UB|40.00|20231001
21356|UA|25.00|20231001
21356|UB|55.00|20231001
21360|UA|25.00|20231001
21360|UB|55.00|20231001
21365|UA|30.00|20231001
21365|UB|60.00|20231001
21366|UA|45.00|20231001
21366|UB|75.00|20231001
21386|UB|75.00|20231001
21386|UA|45.00|20231001
21387|UB|75.00|20231001
21387|UA|45.00|20231001
21390|UB|75.00|20231001
21390|UA|45.00|20231001
21395|UB|75.00|20231001
21395|UA|45.00|20231001
21400|UA|15.00|20231001
21400|UB|35.00|20231001
21401|UB|35.00|20231001
21401|UA|15.00|20231001
21406|UA|35.00|20231001
21406|UB|65.00|20231001
21407|UB|65.00|20231001
21407|UA|35.00|20231001
21408|UA|35.00|20231001
21408|UB|65.00|20231001
21421|UA|20.00|20231001
21421|UB|50.00|20231001
21422|UA|35.00|20231001
21422|UB|65.00|20231001
21423|UA|35.00|20231001
21423|UB|65.00|20231001
21432|UB|65.00|20231001
21432|UA|35.00|20231001
21433|UB|65.00|20231001
21433|UA|35.00|20231001
21435|UB|65.00|20231001
21435|UA|35.00|20231001
21436|UB|65.00|20231001
21436|UA|35.00|20231001
21440|UA|20.00|20231001
21440|UB|40.00|20231001
21445|UA|25.00|20231001
21445|UB|55.00|20231001
21451|UB|15.00|20231001
21451|UA|15.00|20231001
21452|UB|15.00|20231001
21452|UA|15.00|20231001
21453|UA|20.00|20231001
21453|UB|40.00|20231001
21454|UA|35.00|20231001
21454|UB|65.00|20231001
21462|UB|70.00|20231001
21462|UA|40.00|20231001
21465|UB|70.00|20231001
21465|UA|40.00|20231001
21470|UB|70.00|20231001
21470|UA|40.00|20231001
21485|UB|15.00|20231001
21485|UA|15.00|20231001
21490|UA|40.00|20231001
21490|UB|70.00|20231001
21497|UA|20.00|20231001
21497|UB|50.00|20231001
21499|UA|35.00|20231001
21499|UB|65.00|20231001
21501|UA|15.00|20231001
21501|UB|45.00|20231001
21502|UB|45.00|20231001
21502|UA|15.00|20231001
21510|UA|20.00|20231001
21510|UB|50.00|20231001
21550|UA|20.00|20231001
21550|UB|50.00|20231001
21552|UA|22.00|20231001
21552|UB|52.00|20231001
21554|UA|27.00|20231001
21554|UB|57.00|20231001
21555|UA|20.00|20231001
21555|UB|50.00|20231001
21556|UA|25.00|20231001
21556|UB|55.00|20231001
21557|UA|40.00|20231001
21557|UB|70.00|20231001
21558|UA|44.00|20231001
21558|UB|74.00|20231001
21600|UA|25.00|20231001
21600|UB|55.00|20231001
21601|UA|40.00|20231001
21601|UB|70.00|20231001
21602|UA|45.00|20231001
21602|UB|75.00|20231001
21603|UA|55.00|20231001
21603|UB|85.00|20231001
21610|UA|35.00|20231001
21610|UB|65.00|20231001
21615|UA|40.00|20231001
21615|UB|70.00|20231001
21616|UA|45.00|20231001
21616|UB|75.00|20231001
21620|UA|30.00|20231001
21620|UB|60.00|20231001
21627|UA|25.00|20231001
21627|UB|55.00|20231001
21630|UA|75.00|20231001
21630|UB|105.00|20231001
21632|UA|95.00|20231001
21632|UB|125.00|20231001
21685|UA|25.00|20231001
21685|UB|55.00|20231001
21705|UB|55.00|20231001
21705|UA|25.00|20231001
21725|UB|55.00|20231001
21725|UA|25.00|20231001
21740|UA|35.00|20231001
21740|UB|65.00|20231001
21742|UA|35.00|20231001
21742|UB|65.00|20231001
21743|UB|65.00|20231001
21743|UA|35.00|20231001
21750|UA|35.00|20231001
21750|UB|65.00|20231001
21812|UB|50.00|20231001
21812|UA|20.00|20231001
21813|UB|50.00|20231001
21813|UA|20.00|20231001
21820|UA|15.00|20231001
21820|UB|15.00|20231001
21825|UA|20.00|20231001
21825|UB|50.00|20231001
21899|UA|25.00|20231001
21899|UB|55.00|20231001
21920|UA|10.00|20231001
21920|UB|40.00|20231001
21925|UA|20.00|20231001
21925|UB|50.00|20231001
21930|UA|25.00|20231001
21930|UB|55.00|20231001
21931|UA|27.00|20231001
21931|UB|57.00|20231001
21932|UA|25.00|20231001
21932|UB|55.00|20231001
21933|UA|27.00|20231001
21933|UB|57.00|20231001
21935|UA|40.00|20231001
21935|UB|70.00|20231001
21936|UA|44.00|20231001
21936|UB|74.00|20231001
22010|UA|35.00|20231001
22010|UB|65.00|20231001
22015|UA|35.00|20231001
22015|UB|65.00|20231001
22101|UB|65.00|20231001
22101|UA|35.00|20231001
22102|UB|65.00|20231001
22102|UA|35.00|20231001
22103|UB|65.00|20231001
22103|UA|35.00|20231001
22110|UB|70.00|20231001
22110|UA|40.00|20231001
22112|UB|70.00|20231001
22112|UA|40.00|20231001
22114|UB|70.00|20231001
22114|UA|40.00|20231001
22116|UA|45.00|20231001
22116|UB|75.00|20231001
22207|UB|70.00|20231001
22207|UA|40.00|20231001
22208|UB|70.00|20231001
22208|UA|40.00|20231001
22212|UB|70.00|20231001
22212|UA|40.00|20231001
22214|UB|70.00|20231001
22214|UA|40.00|20231001
22216|UB|70.00|20231001
22216|UA|40.00|20231001
22220|UB|70.00|20231001
22220|UA|40.00|20231001
22222|UB|70.00|20231001
22222|UA|40.00|20231001
22224|UB|70.00|20231001
22224|UA|40.00|20231001
22226|UB|70.00|20231001
22226|UA|40.00|20231001
22310|UB|13.00|20231001
22310|UA|13.00|20231001
22315|UA|20.00|20231001
22315|UB|40.00|20231001
22318|UA|25.00|20231001
22318|UB|45.00|20231001
22319|UB|45.00|20231001
22319|UA|25.00|20231001
22326|UB|60.00|20231001
22326|UA|30.00|20231001
22327|UB|60.00|20231001
22327|UA|30.00|20231001
22328|UA|35.00|20231001
22328|UB|65.00|20231001
22505|UA|40.00|20231001
22505|UB|40.00|20231001
22511|UB|60.00|20231001
22511|UA|30.00|20231001
22512|UB|60.00|20231001
22512|UA|30.00|20231001
22513|UB|60.00|20231001
22513|UA|30.00|20231001
22514|UB|60.00|20231001
22514|UA|30.00|20231001
22515|UB|60.00|20231001
22515|UA|30.00|20231001
22532|UA|75.00|20231001
22532|UB|105.00|20231001
22533|UA|75.00|20231001
22533|UB|105.00|20231001
22534|UA|75.00|20231001
22534|UB|105.00|20231001
22551|UB|105.00|20231001
22551|UA|75.00|20231001
22552|UB|105.00|20231001
22552|UA|75.00|20231001
22554|UB|105.00|20231001
22554|UA|75.00|20231001
22556|UB|105.00|20231001
22556|UA|75.00|20231001
22558|UB|105.00|20231001
22558|UA|75.00|20231001
22585|UB|105.00|20231001
22585|UA|75.00|20231001
22586|UB|105.00|20231001
22586|UA|75.00|20231001
22590|UB|105.00|20231001
22590|UA|75.00|20231001
22595|UB|105.00|20231001
22595|UA|75.00|20231001
22600|UB|105.00|20231001
22600|UA|75.00|20231001
22610|UB|105.00|20231001
22610|UA|75.00|20231001
22612|UB|105.00|20231001
22612|UA|75.00|20231001
22614|UB|105.00|20231001
22614|UA|75.00|20231001
22630|UB|105.00|20231001
22630|UA|75.00|20231001
22632|UB|105.00|20231001
22632|UA|75.00|20231001
22633|UB|105.00|20231001
22633|UA|75.00|20231001
22634|UB|105.00|20231001
22634|UA|75.00|20231001
22800|UB|105.00|20231001
22800|UA|75.00|20231001
22802|UB|105.00|20231001
22802|UA|75.00|20231001
22804|UB|105.00|20231001
22804|UA|75.00|20231001
22808|UB|105.00|20231001
22808|UA|75.00|20231001
22810|UB|105.00|20231001
22810|UA|75.00|20231001
22812|UB|105.00|20231001
22812|UA|75.00|20231001
22818|UA|45.00|20231001
22818|UB|75.00|20231001
22819|UB|75.00|20231001
22819|UA|45.00|20231001
22830|UA|55.00|20231001
22830|UB|85.00|20231001
22841|UB|60.00|20231001
22841|UA|30.00|20231001
22842|UB|60.00|20231001
22842|UA|30.00|20231001
22843|UB|60.00|20231001
22843|UA|30.00|20231001
22844|UB|60.00|20231001
22844|UA|30.00|20231001
22845|UB|60.00|20231001
22845|UA|30.00|20231001
22846|UB|60.00|20231001
22846|UA|30.00|20231001
22847|UB|60.00|20231001
22847|UA|30.00|20231001
22848|UB|60.00|20231001
22848|UA|30.00|20231001
22849|UB|60.00|20231001
22849|UA|30.00|20231001
22850|UB|60.00|20231001
22850|UA|30.00|20231001
22852|UB|60.00|20231001
22852|UA|30.00|20231001
22853|UB|60.00|20231001
22853|UA|30.00|20231001
22854|UB|60.00|20231001
22854|UA|30.00|20231001
22855|UB|60.00|20231001
22855|UA|30.00|20231001
22856|UB|60.00|20231001
22856|UA|30.00|20231001
22857|UB|60.00|20231001
22857|UA|30.00|20231001
22858|UB|60.00|20231001
22858|UA|30.00|20231001
22859|UB|60.00|20231001
22859|UA|30.00|20231001
22860|UB|60.00|20231001
22860|UA|30.00|20231001
22861|UB|60.00|20231001
22861|UA|30.00|20231001
22862|UB|60.00|20231001
22862|UA|30.00|20231001
22864|UA|30.00|20231001
22864|UB|60.00|20231001
22865|UB|60.00|20231001
22865|UA|30.00|20231001
22868|UB|60.00|20231001
22868|UA|30.00|20231001
22869|UB|60.00|20231001
22869|UA|30.00|20231001
22870|UB|60.00|20231001
22870|UA|30.00|20231001
22900|UA|35.00|20231001
22900|UB|65.00|20231001
22901|UA|38.00|20231001
22901|UB|68.00|20231001
22902|UA|35.00|20231001
22902|UB|65.00|20231001
22903|UA|38.00|20231001
22903|UB|68.00|20231001
22904|UA|35.00|20231001
22904|UB|65.00|20231001
22905|UA|38.00|20231001
22905|UB|68.00|20231001
22999|UB|65.00|20231001
22999|UA|35.00|20231001
23000|UA|35.00|20231001
23000|UB|65.00|20231001
23020|UA|35.00|20231001
23020|UB|65.00|20231001
23030|UA|35.00|20231001
23030|UB|65.00|20231001
23031|UB|65.00|20231001
23031|UA|35.00|20231001
23035|UA|40.00|20231001
23035|UB|70.00|20231001
23044|UB|65.00|20231001
23044|UA|35.00|20231001
23065|UA|35.00|20231001
23065|UB|65.00|20231001
23066|UB|65.00|20231001
23066|UA|35.00|20231001
23071|UA|38.00|20231001
23071|UB|68.00|20231001
23073|UA|36.00|20231001
23073|UB|66.00|20231001
23075|UA|35.00|20231001
23075|UB|65.00|20231001
23076|UA|33.00|20231001
23076|UB|63.00|20231001
23077|UA|40.00|20231001
23077|UB|70.00|20231001
23078|UA|44.00|20231001
23078|UB|74.00|20231001
23101|UB|65.00|20231001
23101|UA|35.00|20231001
23105|UB|65.00|20231001
23105|UA|35.00|20231001
23106|UB|65.00|20231001
23106|UA|35.00|20231001
23107|UB|65.00|20231001
23107|UA|35.00|20231001
23125|UB|65.00|20231001
23125|UA|35.00|20231001
23130|UA|35.00|20231001
23130|UB|65.00|20231001
23140|UA|27.00|20231001
23140|UB|57.00|20231001
23145|UB|65.00|20231001
23145|UA|35.00|20231001
23146|UA|40.00|20231001
23146|UB|70.00|20231001
23150|UA|27.00|20231001
23150|UB|57.00|20231001
23155|UA|35.00|20231001
23155|UB|65.00|20231001
23156|UA|40.00|20231001
23156|UB|70.00|20231001
23172|UB|65.00|20231001
23172|UA|35.00|20231001
23174|UB|65.00|20231001
23174|UA|35.00|20231001
23180|UB|65.00|20231001
23180|UA|35.00|20231001
23182|UB|65.00|20231001
23182|UA|35.00|20231001
23184|UB|65.00|20231001
23184|UA|35.00|20231001
23190|UB|65.00|20231001
23190|UA|35.00|20231001
23195|UB|65.00|20231001
23195|UA|35.00|20231001
23210|UB|65.00|20231001
23210|UA|35.00|20231001
23220|UB|65.00|20231001
23220|UA|35.00|20231001
23330|UA|23.00|20231001
23330|UB|43.00|20231001
23333|UB|55.00|20231001
23333|UA|25.00|20231001
23334|UA|35.00|20231001
23334|UB|65.00|20231001
23335|UB|65.00|20231001
23335|UA|35.00|20231001
23350|UA|15.00|20231001
23350|UB|35.00|20231001
23395|UA|35.00|20231001
23395|UB|65.00|20231001
23397|UA|50.00|20231001
23397|UB|80.00|20231001
23400|UA|45.00|20231001
23400|UB|75.00|20231001
23405|UA|30.00|20231001
23405|UB|60.00|20231001
23406|UA|35.00|20231001
23406|UB|65.00|20231001
23412|UB|75.00|20231001
23412|UA|45.00|20231001
23415|UB|75.00|20231001
23415|UA|45.00|20231001
23420|UA|35.00|20231001
23420|UB|65.00|20231001
23430|UA|35.00|20231001
23430|UB|65.00|20231001
23450|UB|75.00|20231001
23450|UA|45.00|20231001
23455|UB|75.00|20231001
23455|UA|45.00|20231001
23460|UB|75.00|20231001
23460|UA|45.00|20231001
23462|UB|75.00|20231001
23462|UA|45.00|20231001
23465|UB|75.00|20231001
23465|UA|45.00|20231001
23466|UB|75.00|20231001
23466|UA|45.00|20231001
23470|UB|75.00|20231001
23470|UA|45.00|20231001
23472|UB|75.00|20231001
23472|UA|45.00|20231001
23473|UB|75.00|20231001
23473|UA|45.00|20231001
23474|UB|75.00|20231001
23474|UA|45.00|20231001
23480|UA|40.00|20231001
23480|UB|70.00|20231001
23485|UA|45.00|20231001
23485|UB|75.00|20231001
23490|UA|30.00|20231001
23490|UB|60.00|20231001
23491|UB|60.00|20231001
23491|UA|30.00|20231001
23500|UA|11.00|20231001
23500|UB|11.00|20231001
23505|UA|15.00|20231001
23505|UB|35.00|20231001
23515|UA|30.00|20231001
23515|UB|60.00|20231001
23525|UB|35.00|20231001
23525|UA|15.00|20231001
23530|UA|30.00|20231001
23530|UB|60.00|20231001
23532|UA|35.00|20231001
23532|UB|65.00|20231001
23545|UB|35.00|20231001
23545|UA|15.00|20231001
23550|UA|30.00|20231001
23550|UB|60.00|20231001
23552|UA|35.00|20231001
23552|UB|65.00|20231001
23570|UA|11.00|20231001
23570|UB|11.00|20231001
23575|UA|15.00|20231001
23575|UB|35.00|20231001
23585|UA|35.00|20231001
23585|UB|65.00|20231001
23600|UA|15.00|20231001
23600|UB|15.00|20231001
23605|UA|17.00|20231001
23605|UB|35.00|20231001
23615|UA|30.00|20231001
23615|UB|60.00|20231001
23616|UB|60.00|20231001
23616|UA|30.00|20231001
23620|UA|15.00|20231001
23620|UB|15.00|20231001
23625|UA|15.00|20231001
23625|UB|35.00|20231001
23630|UA|35.00|20231001
23630|UB|65.00|20231001
23650|UA|11.00|20231001
23650|UB|11.00|20231001
23655|UA|11.00|20231001
23655|UB|31.00|20231001
23660|UB|70.00|20231001
23660|UA|40.00|20231001
23665|UA|17.00|20231001
23665|UB|37.00|20231001
23675|UB|70.00|20231001
23675|UA|40.00|20231001
23680|UB|70.00|20231001
23680|UA|40.00|20231001
23700|UA|23.00|20231001
23700|UB|43.00|20231001
23802|UB|75.00|20231001
23802|UA|45.00|20231001
23900|UA|65.00|20231001
23900|UB|95.00|20231001
23920|UA|35.00|20231001
23920|UB|65.00|20231001
23921|UB|65.00|20231001
23921|UA|35.00|20231001
23929|UA|50.00|20231001
23929|UB|80.00|20231001
23930|UA|25.00|20231001
23930|UB|45.00|20231001
23931|UB|45.00|20231001
23931|UA|25.00|20231001
23935|UA|35.00|20231001
23935|UB|65.00|20231001
24000|UA|35.00|20231001
24000|UB|65.00|20231001
24006|UA|25.00|20231001
24006|UB|45.00|20231001
24065|UA|15.00|20231001
24065|UB|35.00|20231001
24066|UB|35.00|20231001
24066|UA|15.00|20231001
24071|UA|27.00|20231001
24071|UB|57.00|20231001
24073|UA|33.00|20231001
24073|UB|63.00|20231001
24075|UA|25.00|20231001
24075|UB|55.00|20231001
24076|UA|30.00|20231001
24076|UB|60.00|20231001
24077|UA|40.00|20231001
24077|UB|70.00|20231001
24079|UA|44.00|20231001
24079|UB|74.00|20231001
24101|UB|50.00|20231001
24101|UA|20.00|20231001
24102|UB|50.00|20231001
24102|UA|20.00|20231001
24105|UA|23.00|20231001
24105|UB|53.00|20231001
24115|UB|55.00|20231001
24115|UA|25.00|20231001
24116|UB|55.00|20231001
24116|UA|25.00|20231001
24120|UB|55.00|20231001
24120|UA|25.00|20231001
24125|UB|55.00|20231001
24125|UA|25.00|20231001
24126|UB|55.00|20231001
24126|UA|25.00|20231001
24130|UA|27.00|20231001
24130|UB|57.00|20231001
24136|UB|65.00|20231001
24136|UA|35.00|20231001
24138|UB|65.00|20231001
24138|UA|35.00|20231001
24145|UB|60.00|20231001
24145|UA|30.00|20231001
24147|UB|60.00|20231001
24147|UA|30.00|20231001
24149|UA|35.00|20231001
24149|UB|65.00|20231001
24150|UA|35.00|20231001
24150|UB|65.00|20231001
24152|UA|40.00|20231001
24152|UB|70.00|20231001
24155|UA|35.00|20231001
24155|UB|65.00|20231001
24164|UB|45.00|20231001
24164|UA|25.00|20231001
24200|UA|23.00|20231001
24200|UB|43.00|20231001
24201|UA|20.00|20231001
24201|UB|50.00|20231001
24220|UA|35.00|20231001
24220|UB|65.00|20231001
24300|UA|35.00|20231001
24300|UB|65.00|20231001
24301|UA|35.00|20231001
24301|UB|65.00|20231001
24310|UB|60.00|20231001
24310|UA|30.00|20231001
24330|UB|65.00|20231001
24330|UA|35.00|20231001
24331|UB|65.00|20231001
24331|UA|35.00|20231001
24332|UB|65.00|20231001
24332|UA|35.00|20231001
24340|UB|65.00|20231001
24340|UA|35.00|20231001
24341|UB|65.00|20231001
24341|UA|35.00|20231001
24342|UB|65.00|20231001
24342|UA|35.00|20231001
24344|UB|60.00|20231001
24344|UA|30.00|20231001
24345|UB|60.00|20231001
24345|UA|30.00|20231001
24346|UA|35.00|20231001
24346|UB|65.00|20231001
24357|UA|30.00|20231001
24357|UB|60.00|20231001
24358|UA|35.00|20231001
24358|UB|65.00|20231001
24359|UB|65.00|20231001
24359|UA|35.00|20231001
24361|UB|65.00|20231001
24361|UA|35.00|20231001
24362|UB|65.00|20231001
24362|UA|35.00|20231001
24363|UB|65.00|20231001
24363|UA|35.00|20231001
24365|UA|35.00|20231001
24365|UB|65.00|20231001
24366|UB|65.00|20231001
24366|UA|35.00|20231001
24370|UA|35.00|20231001
24370|UB|65.00|20231001
24371|UB|65.00|20231001
24371|UA|35.00|20231001
24410|UB|65.00|20231001
24410|UA|35.00|20231001
24420|UB|65.00|20231001
24420|UA|35.00|20231001
24430|UA|30.00|20231001
24430|UB|60.00|20231001
24435|UA|35.00|20231001
24435|UB|65.00|20231001
24470|UA|30.00|20231001
24470|UB|60.00|20231001
24495|UA|35.00|20231001
24495|UB|65.00|20231001
24498|UA|30.00|20231001
24498|UB|60.00|20231001
24505|UB|10.00|20231001
24505|UA|10.00|20231001
24515|UB|65.00|20231001
24515|UA|35.00|20231001
24516|UA|35.00|20231001
24516|UB|65.00|20231001
24530|UA|10.00|20231001
24530|UB|10.00|20231001
24535|UB|55.00|20231001
24535|UA|25.00|20231001
24538|UB|55.00|20231001
24538|UA|25.00|20231001
24545|UB|65.00|20231001
24545|UA|35.00|20231001
24546|UA|35.00|20231001
24546|UB|65.00|20231001
24560|UA|10.00|20231001
24560|UB|10.00|20231001
24565|UA|20.00|20231001
24565|UB|50.00|20231001
24566|UA|20.00|20231001
24566|UB|50.00|20231001
24575|UB|65.00|20231001
24575|UA|35.00|20231001
24576|UA|15.00|20231001
24576|UB|15.00|20231001
24577|UB|15.00|20231001
24577|UA|15.00|20231001
24579|UB|65.00|20231001
24579|UA|35.00|20231001
24582|UA|30.00|20231001
24582|UB|60.00|20231001
24586|UA|45.00|20231001
24586|UB|75.00|20231001
24587|UB|75.00|20231001
24587|UA|45.00|20231001
24600|UA|13.00|20231001
24600|UB|13.00|20231001
24605|UA|13.00|20231001
24605|UB|33.00|20231001
24615|UB|65.00|20231001
24615|UA|35.00|20231001
24620|UA|25.00|20231001
24620|UB|45.00|20231001
24635|UB|70.00|20231001
24635|UA|40.00|20231001
24640|UA|9.00|20231001
24640|UB|9.00|20231001
24650|UA|11.00|20231001
24650|UB|31.00|20231001
24655|UA|11.00|20231001
24655|UB|31.00|20231001
24665|UB|70.00|20231001
24665|UA|40.00|20231001
24666|UA|45.00|20231001
24666|UB|75.00|20231001
24670|UA|11.00|20231001
24670|UB|11.00|20231001
24675|UA|11.00|20231001
24675|UB|31.00|20231001
24685|UB|65.00|20231001
24685|UA|35.00|20231001
24802|UB|75.00|20231001
24802|UA|45.00|20231001
24920|UB|125.00|20231001
